category,status,section,line,declared,var,ctor,id,compare_id,modern_match,reason,migration_package
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,918,SimpleFluidMaterial,FreeAlphaGas,SimpleFluidMaterial,free_alpha_gas,free_alpha_gas,,,high_energy/particles_and_exotics
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,919,SimpleFluidMaterial,FreeElectronGas,SimpleFluidMaterial,free_electron_gas,free_electron_gas,,,high_energy/particles_and_exotics
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,845,SimpleFluidMaterial,FullereneDopedNanotubes,SimpleFluidMaterial,fullerene_doped_nanotubes,fullerene_doped_nanotubes,,,electronics/optical_materials
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,980,SimpleFluidMaterial,FumingNitricAcid,SimpleFluidMaterial,fuming_nitric_acid,fuming_nitric_acid,,,chemistry/inorganic
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,567,SimpleFluidMaterial,GenePlasmids,SimpleFluidMaterial,pluripotency_induction_gene_plasmids,pluripotency_induction_gene_plasmids,,,chemistry/biotech
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,570,SimpleFluidMaterial,GeneTherapyFluid,SimpleFluidMaterial,pluripotency_induction_gene_therapy_fluid,pluripotency_induction_gene_therapy_fluid,,,chemistry/biotech
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,678,SimpleFluidMaterial,GermanicAcidSolution,SimpleFluidMaterial,germanic_acid_solution,germanic_acid_solution,,,metallurgy/ore_processing
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,679,SimpleFluidMaterial,GermaniumChloride,SimpleFluidMaterial,germanium_chloride,germanium_chloride,,,chemistry/inorganic
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,891,SimpleFluidMaterial,GlucoseIronSolution,SimpleFluidMaterial,glucose_iron_solution,glucose_iron_solution,,,metallurgy/ore_processing
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,878,SimpleFluidMaterial,Gluons,SimpleFluidMaterial,gluons,gluons,,,high_energy/particles_and_exotics
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,827,SimpleFluidMaterial,Glycine,SimpleFluidMaterial,glycine,glycine,,,chemistry/organic
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,962,SimpleFluidMaterial,Glyoxal,SimpleFluidMaterial,glyoxal,glyoxal,,,chemistry/organic
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,582,SimpleFluidMaterial,GoldCyanide,SimpleFluidMaterial,gold_cyanide,gold_cyanide,,,chemistry/inorganic
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,892,SimpleFluidMaterial,GrapheneOxidationSolution,SimpleFluidMaterial,graphene_oxidation_solution,graphene_oxidation_solution,,,electronics/optical_materials
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,973,SimpleFluidMaterial,HeavilyFluorinatedTriniumSolution,SimpleFluidMaterial,heavily_fluorinated_trinium_solution,heavily_fluorinated_trinium_solution,,,high_energy/particles_and_exotics
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,505,SimpleFluidMaterial,HeavyENaquadah,SimpleFluidMaterial,heavy_e_naquadah,heavy_e_naquadah,,,high_energy/particles_and_exotics
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,879,SimpleFluidMaterial,HeavyLeptonMix,SimpleFluidMaterial,heavy_lepton_mix,heavy_lepton_mix,,,high_energy/particles_and_exotics
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,490,SimpleFluidMaterial,HeavyNaquadah,SimpleFluidMaterial,heavy_naquadah,heavy_naquadah,,,high_energy/particles_and_exotics
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,881,SimpleFluidMaterial,HeavyQuarkEnrichedMix,SimpleFluidMaterial,heavy_quark_enriched_mix,heavy_quark_enriched_mix,,,high_energy/particles_and_exotics
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,876,SimpleFluidMaterial,HeavyQuarks,SimpleFluidMaterial,heavy_quarks,heavy_quarks,,,high_energy/particles_and_exotics
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,988,SimpleFluidMaterial,Helium3Hydride,SimpleFluidMaterial,helium_iii_hydride,helium_iii_hydride,,,deferred/nuclear
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,938,SimpleFluidMaterial,Helium4,SimpleFluidMaterial,helium4,helium4,,,deferred/nuclear
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,744,SimpleFluidMaterial,HeliumCNO,SimpleFluidMaterial,helium_rich_cno,helium_rich_cno,,,deferred/nuclear
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,770,SimpleFluidMaterial,HeptafluoroTantalate,SimpleFluidMaterial,heptafluorotantalate,heptafluorotantalate,,,chemistry/inorganic
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,943,SimpleFluidMaterial,Hexafluoropropylene,SimpleFluidMaterial,hexafluoropropylene,hexafluoropropylene,,,chemistry/organic
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,866,SimpleFluidMaterial,Hexamethylenediamine,SimpleFluidMaterial,hexamethylenediamine,hexamethylenediamine,,,chemistry/organic
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,865,SimpleFluidMaterial,Hexanediol,SimpleFluidMaterial,hexanediol,hexanediol,,,chemistry/organic
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,920,SimpleFluidMaterial,HighEnergyQGP,SimpleFluidMaterial,high_energy_qgp,high_energy_qgp,,,high_energy/particles_and_exotics
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,779,SimpleFluidMaterial,HotNitrogen,SimpleFluidMaterial,hot_nitrogen,hot_nitrogen,,,fluids/cryogenics
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,519,SimpleFluidMaterial,HotVapourMixture,SimpleFluidMaterial,hot_vapour_mixture,hot_vapour_mixture,,,metallurgy/ore_processing
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,606,SimpleFluidMaterial,HydrobromicAcid,SimpleFluidMaterial,hydrobromic_acid,hydrobromic_acid,,,chemistry/inorganic
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,1002,SimpleFluidMaterial,HydroiodicAcid,SimpleFluidMaterial,hydroiodic_acid,hydroiodic_acid,,,chemistry/inorganic
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,618,SimpleFluidMaterial,Hydroquinone,SimpleFluidMaterial,hydroquinone,hydroquinone,,,chemistry/organic
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,788,SimpleFluidMaterial,HydroselenicAcid,SimpleFluidMaterial,hydroselenic_acid,hydroselenic_acid,,,chemistry/inorganic
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,693,SimpleFluidMaterial,Hydroxylamine,SimpleFluidMaterial,hydroxylamine,hydroxylamine,,,chemistry/inorganic
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,692,SimpleFluidMaterial,HydroxylamineDisulfate,SimpleFluidMaterial,hydroxylamine_disulfate,hydroxylamine_disulfate,,,chemistry/inorganic
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,960,SimpleFluidMaterial,HydroxylamineHydrochloride,SimpleFluidMaterial,hydroxylamine_hydrochloride,hydroxylamine_hydrochloride,,,chemistry/inorganic
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,790,SimpleFluidMaterial,Hydroxyquinoline,SimpleFluidMaterial,hydroxyquinoline,hydroxyquinoline,,,chemistry/organic
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,754,SimpleFluidMaterial,ImpureAluminiumHydroxideSolution,SimpleFluidMaterial,impure_aloh3_soution,impure_aloh3_soution,,,metallurgy/ore_processing
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,669,SimpleFluidMaterial,IndiumHydroxideConcentrate,SimpleFluidMaterial,indium_hydroxide_concentrate,indium_hydroxide_concentrate,,,metallurgy/ore_processing
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,646,SimpleFluidMaterial,IodideSolution,SimpleFluidMaterial,iodide_solution,iodide_solution,,,metallurgy/ore_processing
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,651,SimpleFluidMaterial,IodineBrineMix,SimpleFluidMaterial,iodine_brine_mix,iodine_brine_mix,,,metallurgy/ore_processing
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,853,SimpleFluidMaterial,IodineMonochloride,SimpleFluidMaterial,iodine_monochloride,iodine_monochloride,,,chemistry/inorganic
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,652,SimpleFluidMaterial,IodineSlurry,SimpleFluidMaterial,iodine_slurry,iodine_slurry,,,metallurgy/ore_processing
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,650,SimpleFluidMaterial,IodizedBrine,SimpleFluidMaterial,iodized_brine,iodized_brine,,,metallurgy/ore_processing
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,850,SimpleFluidMaterial,Iodobenzene,SimpleFluidMaterial,iodobenzene,iodobenzene,,,chemistry/organic
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,858,SimpleFluidMaterial,IodobenzoicAcid,SimpleFluidMaterial,iodobenzoic_acid,iodobenzoic_acid,,,chemistry/organic
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,953,SimpleFluidMaterial,IridiumTrichlorideSolution,SimpleFluidMaterial,iridiumtrichloridesolution,iridiumtrichloridesolution,,,metallurgy/ore_processing
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,741,SimpleFluidMaterial,Iron52,SimpleFluidMaterial,iron52,iron52,,,deferred/nuclear
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,806,SimpleFluidMaterial,IronCarbonyl,SimpleFluidMaterial,iron_carbonyl,iron_carbonyl,,,chemistry/organic
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,668,SimpleFluidMaterial,IronPoorMix,SimpleFluidMaterial,iron_poor_mix,iron_poor_mix,,,metallurgy/ore_processing
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,905,SimpleFluidMaterial,IsoamylAlcohol,SimpleFluidMaterial,isoamyl_alcohol,isoamyl_alcohol,,,chemistry/organic
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,602,SimpleFluidMaterial,Isochloropropane,SimpleFluidMaterial,isochloropropane,isochloropropane,,,chemistry/organic
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,928,SimpleFluidMaterial,Isophthaloylbisdiethylthiourea,SimpleFluidMaterial,isophthaloylbisdiethylthiourea,isophthaloylbisdiethylthiourea,,,chemistry/organic
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,815,SimpleFluidMaterial,IsopropylAcetate,SimpleFluidMaterial,isopropyl_acetate,isopropyl_acetate,,,chemistry/organic
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,623,SimpleFluidMaterial,IsopropylAlcohol,SimpleFluidMaterial,isopropyl_alcohol,isopropyl_alcohol,,,chemistry/organic
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,841,SimpleFluidMaterial,Isopropylsuccinate,SimpleFluidMaterial,isopropylsuccinate,isopropylsuccinate,,,chemistry/organic
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,649,SimpleFluidMaterial,KeroseneIodineSolution,SimpleFluidMaterial,kerosene_iodine_solution,kerosene_iodine_solution,,,chemistry/petrochem_fuels
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,565,SimpleFluidMaterial,KFL4Gene,SimpleFluidMaterial,kfl_4_gene,kfl_4_gene,,,chemistry/biotech
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,874,SimpleFluidMaterial,KryptonDifluoride,SimpleFluidMaterial,krypton_difluoride,krypton_difluoride,,,chemistry/inorganic
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,526,SimpleFluidMaterial,LaNdOxidesSolution,SimpleFluidMaterial,la_nd_oxides_solution,la_nd_oxides_solution,,,metallurgy/ore_processing
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,503,SimpleFluidMaterial,LightENaquadah,SimpleFluidMaterial,light_e_naquadah,light_e_naquadah,,,high_energy/particles_and_exotics
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,488,SimpleFluidMaterial,LightNaquadah,SimpleFluidMaterial,light_naquadah,light_naquadah,,,high_energy/particles_and_exotics
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,877,SimpleFluidMaterial,LightQuarks,SimpleFluidMaterial,light_quarks,light_quarks,,,high_energy/particles_and_exotics
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,572,SimpleFluidMaterial,LinoleicAcid,SimpleFluidMaterial,linoleic_acid,linoleic_acid,,,chemistry/organic
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,862,SimpleFluidMaterial,LiquidCrystalDetector,SimpleFluidMaterial,liquid_crystal_detector,liquid_crystal_detector,,,electronics/optical_materials
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,900,SimpleFluidMaterial,LiquidEnrichedHelium,SimpleFluidMaterial,liquid_enriched_helium,liquid_enriched_helium,,,fluids/cryogenics
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,999,SimpleFluidMaterial,LiquidFluorine,SimpleFluidMaterial,liquid_fluorine,liquid_fluorine,,,chemistry/inorganic
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,589,SimpleFluidMaterial,LiquidHelium,SimpleFluidMaterial,liquid_helium,liquid_helium,,,fluids/cryogenics
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,899,SimpleFluidMaterial,LiquidHelium3,SimpleFluidMaterial,liquid_helium_3,liquid_helium_3,,,fluids/cryogenics
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,901,SimpleFluidMaterial,LiquidNitrogen,SimpleFluidMaterial,liquid_nitrogen,liquid_nitrogen,,,fluids/cryogenics
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,1000,SimpleFluidMaterial,LiquidXenon,SimpleFluidMaterial,liquid_xenon,liquid_xenon,,,fluids/cryogenics
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,848,SimpleFluidMaterial,LiquidZBLAN,SimpleFluidMaterial,molten_zblan,molten_zblan,,,electronics/optical_materials
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,643,SimpleFluidMaterial,LithiumCarbonateSolution,SimpleFluidMaterial,lithium_carbonate_solution,lithium_carbonate_solution,,,metallurgy/ore_processing
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,644,SimpleFluidMaterial,LithiumChlorideSolution,SimpleFluidMaterial,lithium_chloride_solution,lithium_chloride_solution,,,metallurgy/ore_processing
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,946,SimpleFluidMaterial,LithiumCyclopentadienide,SimpleFluidMaterial,lithiumcyclopentadienide,lithiumcyclopentadienide,,,chemistry/organic
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,681,SimpleFluidMaterial,LithiumHydroxideSolution,SimpleFluidMaterial,lithium_hydroxide_solution,lithium_hydroxide_solution,,,metallurgy/ore_processing
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,682,SimpleFluidMaterial,LithiumPeroxideSolution,SimpleFluidMaterial,lithium_peroxide,lithium_peroxide,,,metallurgy/ore_processing
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,933,SimpleFluidMaterial,LubricantClaySlurry,SimpleFluidMaterial,lubricant_clay_slurry,lubricant_clay_slurry,,,metallurgy/ore_processing
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,833,SimpleFluidMaterial,LuTmYChlorideSolution,SimpleFluidMaterial,lutmy_chloride_solution,lutmy_chloride_solution,,,electronics/optical_materials
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,714,SimpleFluidMaterial,MagnesiumContainingBrine,SimpleFluidMaterial,magnesium_containing_brine,magnesium_containing_brine,,,metallurgy/ore_processing
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,842,SimpleFluidMaterial,MaleicAnhydride,SimpleFluidMaterial,maleic_anhydride,maleic_anhydride,,,chemistry/organic
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,861,SimpleFluidMaterial,MBBA,SimpleFluidMaterial,mbba,mbba,,,chemistry/organic
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,504,SimpleFluidMaterial,MediumENaquadah,SimpleFluidMaterial,medium_e_naquadah,medium_e_naquadah,,,high_energy/particles_and_exotics
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,489,SimpleFluidMaterial,MediumNaquadah,SimpleFluidMaterial,medium_naquadah,medium_naquadah,,,high_energy/particles_and_exotics
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,700,SimpleFluidMaterial,Mercaptophenol,SimpleFluidMaterial,mercaptophenol,mercaptophenol,,,chemistry/organic
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,834,SimpleFluidMaterial,MercuryNitrate,SimpleFluidMaterial,mercury_nitrate,mercury_nitrate,,,chemistry/inorganic
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,654,SimpleFluidMaterial,MesitylOxide,SimpleFluidMaterial,mesityl_oxide,mesityl_oxide,,,chemistry/organic
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,666,SimpleFluidMaterial,MetalHydroxideMix,SimpleFluidMaterial,metal_hydroxide_mix,metal_hydroxide_mix,,,chemistry/inorganic
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,663,SimpleFluidMaterial,MetalRichSlagSlurry,SimpleFluidMaterial,metal_slag_slurry,metal_slag_slurry,,,metallurgy/ore_processing
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,859,SimpleFluidMaterial,Methoxybenzaldehyde,SimpleFluidMaterial,methoxybenzaldehyde,methoxybenzaldehyde,,,chemistry/organic
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,621,SimpleFluidMaterial,Methylamine,SimpleFluidMaterial,methylamine,methylamine,,,chemistry/organic
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,902,SimpleFluidMaterial,Methylethanolamine,SimpleFluidMaterial,methylethanolamine,methylethanolamine,,,chemistry/organic
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,689,SimpleFluidMaterial,MethylFormate,SimpleFluidMaterial,methyl_formate,methyl_formate,,,chemistry/organic
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,903,SimpleFluidMaterial,Methylguanidine,SimpleFluidMaterial,methylguanidine,methylguanidine,,,chemistry/organic
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,655,SimpleFluidMaterial,MethylIsobutylKetone,SimpleFluidMaterial,methyl_isobutyl_ketone,methyl_isobutyl_ketone,,,chemistry/organic
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,904,SimpleFluidMaterial,Methylnitronitrosoguanidine,SimpleFluidMaterial,methylnitronitrosoguanidine,methylnitronitrosoguanidine,,,chemistry/energetics
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,955,SimpleFluidMaterial,MicrocrystallizingHydrogen,SimpleFluidMaterial,microcrystallizinghydrogen,microcrystallizinghydrogen,,,fluids/cryogenics
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,974,SimpleFluidMaterial,MoltenCalciumSalts,SimpleFluidMaterial,molten_calcium_salts,molten_calcium_salts,,,chemistry/inorganic
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,584,SimpleFluidMaterial,MolybdenumFlue,SimpleFluidMaterial,molybdenum_flue_gas,molybdenum_flue_gas,,,metallurgy/ore_processing
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,562,SimpleFluidMaterial,MycGene,SimpleFluidMaterial,myc_gene,myc_gene,,,chemistry/biotech
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,605,SimpleFluidMaterial,Naphthaldehyde,SimpleFluidMaterial,napthaldehyde,napthaldehyde,,,chemistry/organic
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,837,SimpleFluidMaterial,Naphthylamine,SimpleFluidMaterial,naphthylamine,naphthylamine,,,chemistry/organic
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,461,SimpleFluidMaterial,NaquadahDifluoride,SimpleFluidMaterial,naquadah_difluoride,naquadah_difluoride,,,high_energy/particles_and_exotics
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,487,SimpleFluidMaterial,NaquadahGas,SimpleFluidMaterial,naquadah_gas,naquadah_gas,,,high_energy/particles_and_exotics
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,481,SimpleFluidMaterial,NaquadahSolution,SimpleFluidMaterial,naquadah_solution,naquadah_solution,,,high_energy/particles_and_exotics
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,480,SimpleFluidMaterial,NaquadahSulfate,SimpleFluidMaterial,naquadah_sulfate,naquadah_sulfate,,,high_energy/particles_and_exotics
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,474,SimpleFluidMaterial,NaquadriaCesiumfluoride,SimpleFluidMaterial,naquadria_cesiumfluoride,naquadria_cesiumfluoride,,,high_energy/particles_and_exotics
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,471,SimpleFluidMaterial,NaquadriaCesiumXenonNonfluoride,SimpleFluidMaterial,naquadria_cesium_xenon_nonfluoride,naquadria_cesium_xenon_nonfluoride,,,high_energy/particles_and_exotics
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,463,SimpleFluidMaterial,NaquadriaDifluoride,SimpleFluidMaterial,naquadria_difluoride,naquadria_difluoride,,,high_energy/particles_and_exotics
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,464,SimpleFluidMaterial,NaquadriaHexafluoride,SimpleFluidMaterial,naquadria_hexafluoride,naquadria_hexafluoride,,,high_energy/particles_and_exotics
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,455,SimpleFluidMaterial,NaquadriaticSolution,SimpleFluidMaterial,naquadriatic_solution,naquadriatic_solution,,,high_energy/particles_and_exotics
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,453,SimpleFluidMaterial,NaquadricSolution,SimpleFluidMaterial,naquadric_solution,naquadric_solution,,,high_energy/particles_and_exotics
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,768,SimpleFluidMaterial,NbTaFluorideMix,SimpleFluidMaterial,nbta_fluoride_mix,nbta_fluoride_mix,,,metallurgy/ore_processing
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,765,SimpleFluidMaterial,NbTaSeparationMixture,SimpleFluidMaterial,nbta_separation_mixture,nbta_separation_mixture,,,metallurgy/ore_processing
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,888,SimpleFluidMaterial,NDifluorophenylpyrrole,SimpleFluidMaterial,n_difluorophenylpyrrole,n_difluorophenylpyrrole,,,chemistry/organic
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,757,SimpleFluidMaterial,NeutralisedRedMud,SimpleFluidMaterial,neutralised_red_mud,neutralised_red_mud,,,metallurgy/ore_processing
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,910,SimpleFluidMaterial,NeutroniumDopedNanotubes,SimpleFluidMaterial,neutronium_doped_nanotubes,neutronium_doped_nanotubes,,,high_energy/particles_and_exotics
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,726,SimpleFluidMaterial,NeutronPlasma,SimpleFluidMaterial,neutron_plasma,neutron_plasma,,,high_energy/particles_and_exotics
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,742,SimpleFluidMaterial,Nickel56,SimpleFluidMaterial,nickel56,nickel56,,,deferred/nuclear
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,971,SimpleFluidMaterial,NitratedTriniiteSolution,SimpleFluidMaterial,nitrated_triniite_solution,nitrated_triniite_solution,,,metallurgy/ore_processing
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,550,SimpleFluidMaterial,NitroBenzene,SimpleFluidMaterial,nitro_benzene,nitro_benzene,,,chemistry/organic
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,732,SimpleFluidMaterial,Nitrogen14,SimpleFluidMaterial,nitrogen_14,nitrogen_14,,,deferred/nuclear
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,733,SimpleFluidMaterial,NItrogen15,SimpleFluidMaterial,nitrogen_15,nitrogen_15,,,deferred/nuclear
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,684,SimpleFluidMaterial,NitrogenPentoxide,SimpleFluidMaterial,nitrogen_pentoxide,nitrogen_pentoxide,,,chemistry/inorganic
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,473,SimpleFluidMaterial,NitrosoniumOctafluoroxenate,SimpleFluidMaterial,nitrosonium_octafluoroxenate,nitrosonium_octafluoroxenate,,,chemistry/energetics
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,836,SimpleFluidMaterial,Nitrotoluene,SimpleFluidMaterial,nitrotoluene,nitrotoluene,,,chemistry/organic
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,959,SimpleFluidMaterial,NitrousAcid,SimpleFluidMaterial,nitrous_acid,nitrous_acid,,,chemistry/inorganic
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,472,SimpleFluidMaterial,NitrylFluoride,SimpleFluidMaterial,nitryl_fluoride,nitryl_fluoride,,,chemistry/inorganic
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,894,SimpleFluidMaterial,NobleGases,SimpleFluidMaterial,noble_gases_mixture,noble_gases_mixture,,,fluids/cryogenics
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,895,SimpleFluidMaterial,NonMetals,SimpleFluidMaterial,non_metals,non_metals,,,chemistry/inorganic
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,702,SimpleFluidMaterial,Oct1ene,SimpleFluidMaterial,1_octene,1_octene,,,chemistry/organic
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,563,SimpleFluidMaterial,Oct4Gene,SimpleFluidMaterial,oct_4_gene,oct_4_gene,,,chemistry/biotech
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,906,SimpleFluidMaterial,Octanol,SimpleFluidMaterial,octanol,octanol,,,chemistry/petrochem_fuels
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,597,SimpleFluidMaterial,OrthoXylene,SimpleFluidMaterial,ortho_xylene,ortho_xylene,,,chemistry/organic
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,598,SimpleFluidMaterial,OrthoXyleneZeoliteMixture,SimpleFluidMaterial,ortho_xylene_zeolite,ortho_xylene_zeolite,,,chemistry/petrochem_fuels
